identifier_id,person_id,scheme,value,status,issued_on,observed_at,source_system
CI-000366,CP-000366,brn,BRN-2016-0203-00366,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100366,CP-000366,uin,2313341585,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000367,CP-000367,brn,BRN-1998-0301-00367,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100367,CP-000367,uin,2313350714,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000368,CP-000368,brn,BRN-2006-0302-00368,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100368,CP-000368,uin,2313359848,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000369,CP-000369,brn,BRN-2018-0303-00369,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100369,CP-000369,uin,2313368977,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000370,CP-000370,brn,BRN-2006-0401-00370,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100370,CP-000370,uin,2313378103,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000371,CP-000371,brn,BRN-2000-0402-00371,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100371,CP-000371,uin,2313387235,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000372,CP-000372,brn,BRN-2004-0403-00372,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100372,CP-000372,uin,2313396363,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000373,CP-000373,brn,BRN-1992-0101-00373,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100373,CP-000373,uin,2313405490,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000374,CP-000374,brn,BRN-2007-0102-00374,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100374,CP-000374,uin,2313414623,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000375,CP-000375,brn,BRN-2010-0103-00375,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100375,CP-000375,uin,2313423759,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000376,CP-000376,brn,BRN-2013-0201-00376,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100376,CP-000376,uin,2313432889,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000377,CP-000377,brn,BRN-2003-0202-00377,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100377,CP-000377,uin,2313442011,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000378,CP-000378,brn,BRN-1955-0203-00378,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100378,CP-000378,uin,2313451140,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000379,CP-000379,brn,BRN-1973-0301-00379,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100379,CP-000379,uin,2313460271,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000380,CP-000380,brn,BRN-1978-0302-00380,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100380,CP-000380,uin,2313469405,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000381,CP-000381,brn,BRN-1993-0303-00381,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100381,CP-000381,uin,2313478535,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000382,CP-000382,brn,BRN-1994-0401-00382,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100382,CP-000382,uin,2313487669,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000383,CP-000383,brn,BRN-1981-0402-00383,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100383,CP-000383,uin,2313496790,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000384,CP-000384,brn,BRN-2017-0403-00384,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100384,CP-000384,uin,2313505924,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000385,CP-000385,brn,BRN-1972-0101-00385,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100385,CP-000385,uin,2313515050,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000386,CP-000386,brn,BRN-1957-0102-00386,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100386,CP-000386,uin,2313524187,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000387,CP-000387,brn,BRN-1957-0103-00387,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100387,CP-000387,uin,2313533312,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000388,CP-000388,brn,BRN-1957-0201-00388,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100388,CP-000388,uin,2313542448,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000389,CP-000389,brn,BRN-2009-0202-00389,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100389,CP-000389,uin,2313551574,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000390,CP-000390,brn,BRN-1990-0203-00390,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100390,CP-000390,uin,2313560702,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000391,CP-000391,brn,BRN-2025-0301-00391,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100391,CP-000391,uin,2313569837,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000392,CP-000392,brn,BRN-1967-0302-00392,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100392,CP-000392,uin,2313578966,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000393,CP-000393,brn,BRN-1955-0303-00393,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100393,CP-000393,uin,2313588091,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000394,CP-000394,brn,BRN-2015-0401-00394,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100394,CP-000394,uin,2313597224,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000395,CP-000395,brn,BRN-2019-0402-00395,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100395,CP-000395,uin,2313606359,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000396,CP-000396,brn,BRN-1974-0403-00396,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100396,CP-000396,uin,2313615486,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000397,CP-000397,brn,BRN-1970-0101-00397,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100397,CP-000397,uin,2313624612,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000398,CP-000398,brn,BRN-1978-0102-00398,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100398,CP-000398,uin,2313633740,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000399,CP-000399,brn,BRN-1982-0103-00399,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100399,CP-000399,uin,2313642877,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000400,CP-000400,brn,BRN-1962-0201-00400,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100400,CP-000400,uin,2313652003,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000401,CP-000401,brn,BRN-1993-0202-00401,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100401,CP-000401,uin,2313661137,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000402,CP-000402,brn,BRN-1999-0203-00402,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100402,CP-000402,uin,2313670269,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000403,CP-000403,brn,BRN-2010-0301-00403,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100403,CP-000403,uin,2313679397,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000404,CP-000404,brn,BRN-2023-0302-00404,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100404,CP-000404,uin,2313688524,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000405,CP-000405,brn,BRN-1997-0303-00405,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100405,CP-000405,uin,2313697654,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000406,CP-000406,brn,BRN-2019-0401-00406,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100406,CP-000406,uin,2313706783,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000407,CP-000407,brn,BRN-2009-0402-00407,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100407,CP-000407,uin,2313715919,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000408,CP-000408,brn,BRN-1980-0403-00408,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100408,CP-000408,uin,2313725041,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000409,CP-000409,brn,BRN-2023-0101-00409,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100409,CP-000409,uin,2313734179,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000410,CP-000410,brn,BRN-1985-0102-00410,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100410,CP-000410,uin,2313743308,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000411,CP-000411,brn,BRN-2006-0103-00411,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100411,CP-000411,uin,2313752432,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000412,CP-000412,brn,BRN-2010-0201-00412,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100412,CP-000412,uin,2313761568,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000413,CP-000413,brn,BRN-2013-0202-00413,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100413,CP-000413,uin,2313770699,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000414,CP-000414,brn,BRN-1992-0203-00414,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100414,CP-000414,uin,2313779828,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000415,CP-000415,brn,BRN-1989-0301-00415,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100415,CP-000415,uin,2313788952,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000416,CP-000416,brn,BRN-1981-0302-00416,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100416,CP-000416,uin,2313798083,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000417,CP-000417,brn,BRN-1996-0303-00417,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100417,CP-000417,uin,2313807214,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000418,CP-000418,brn,BRN-2013-0401-00418,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100418,CP-000418,uin,2313816345,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000419,CP-000419,brn,BRN-1990-0402-00419,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100419,CP-000419,uin,2313825476,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000420,CP-000420,brn,BRN-1970-0403-00420,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100420,CP-000420,uin,2313834604,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000421,CP-000421,brn,BRN-2024-0101-00421,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100421,CP-000421,uin,2313843738,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000422,CP-000422,brn,BRN-1995-0102-00422,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100422,CP-000422,uin,2313852868,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000423,CP-000423,brn,BRN-2005-0103-00423,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100423,CP-000423,uin,2313861997,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000424,CP-000424,brn,BRN-2008-0201-00424,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100424,CP-000424,uin,2313871128,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000425,CP-000425,brn,BRN-1955-0202-00425,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100425,CP-000425,uin,2313880251,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000426,CP-000426,brn,BRN-2013-0203-00426,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100426,CP-000426,uin,2313889382,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000427,CP-000427,brn,BRN-1975-0301-00427,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100427,CP-000427,uin,2313898516,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000428,CP-000428,brn,BRN-1992-0302-00428,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100428,CP-000428,uin,2313907642,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000429,CP-000429,brn,BRN-1963-0303-00429,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100429,CP-000429,uin,2313916777,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000430,CP-000430,brn,BRN-1991-0401-00430,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100430,CP-000430,uin,2313925902,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000431,CP-000431,brn,BRN-1960-0402-00431,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100431,CP-000431,uin,2313935037,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000432,CP-000432,brn,BRN-1958-0403-00432,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100432,CP-000432,uin,2313944164,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000433,CP-000433,brn,BRN-1990-0101-00433,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100433,CP-000433,uin,2313953291,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000434,CP-000434,brn,BRN-1999-0102-00434,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100434,CP-000434,uin,2313962422,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000435,CP-000435,brn,BRN-2020-0103-00435,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100435,CP-000435,uin,2313971559,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000436,CP-000436,brn,BRN-1957-0201-00436,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100436,CP-000436,uin,2313980688,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000437,CP-000437,brn,BRN-1963-0202-00437,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100437,CP-000437,uin,2313989813,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000438,CP-000438,brn,BRN-1992-0203-00438,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100438,CP-000438,uin,2313998945,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000439,CP-000439,brn,BRN-1996-0301-00439,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100439,CP-000439,uin,2314008074,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000440,CP-000440,brn,BRN-1968-0302-00440,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100440,CP-000440,uin,2314017205,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000441,CP-000441,brn,BRN-2016-0303-00441,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100441,CP-000441,uin,2314026333,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000442,CP-000442,brn,BRN-2018-0401-00442,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100442,CP-000442,uin,2314035466,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000443,CP-000443,brn,BRN-2017-0402-00443,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100443,CP-000443,uin,2314044595,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000444,CP-000444,brn,BRN-2024-0403-00444,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100444,CP-000444,uin,2314053721,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000445,CP-000445,brn,BRN-1948-0101-00445,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100445,CP-000445,uin,2314062851,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000446,CP-000446,brn,BRN-1961-0102-00446,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100446,CP-000446,uin,2314071989,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000447,CP-000447,brn,BRN-2001-0103-00447,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100447,CP-000447,uin,2314081114,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000448,CP-000448,brn,BRN-1999-0201-00448,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100448,CP-000448,uin,2314090248,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000449,CP-000449,brn,BRN-2000-0202-00449,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100449,CP-000449,uin,2314099378,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000450,CP-000450,brn,BRN-1947-0203-00450,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100450,CP-000450,uin,2314108501,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000451,CP-000451,brn,BRN-1985-0301-00451,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100451,CP-000451,uin,2314117636,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000452,CP-000452,brn,BRN-2017-0302-00452,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100452,CP-000452,uin,2314126767,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000453,CP-000453,brn,BRN-1967-0303-00453,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100453,CP-000453,uin,2314135890,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000454,CP-000454,brn,BRN-1990-0401-00454,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100454,CP-000454,uin,2314145023,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000455,CP-000455,brn,BRN-2005-0402-00455,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100455,CP-000455,uin,2314154153,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000456,CP-000456,brn,BRN-2019-0403-00456,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100456,CP-000456,uin,2314163289,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000457,CP-000457,brn,BRN-1991-0101-00457,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100457,CP-000457,uin,2314172417,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000458,CP-000458,brn,BRN-1960-0102-00458,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100458,CP-000458,uin,2314181549,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000459,CP-000459,brn,BRN-1955-0103-00459,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100459,CP-000459,uin,2314190672,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000460,CP-000460,brn,BRN-2000-0201-00460,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100460,CP-000460,uin,2314199807,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000461,CP-000461,brn,BRN-1989-0202-00461,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100461,CP-000461,uin,2314208938,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000462,CP-000462,brn,BRN-1992-0203-00462,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100462,CP-000462,uin,2314218063,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000463,CP-000463,brn,BRN-1976-0301-00463,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100463,CP-000463,uin,2314227193,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000464,CP-000464,brn,BRN-2019-0302-00464,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100464,CP-000464,uin,2314236322,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000465,CP-000465,brn,BRN-2014-0303-00465,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100465,CP-000465,uin,2314245456,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000466,CP-000466,brn,BRN-1958-0401-00466,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100466,CP-000466,uin,2314254587,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000467,CP-000467,brn,BRN-1983-0402-00467,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100467,CP-000467,uin,2314263711,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000468,CP-000468,brn,BRN-1958-0403-00468,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100468,CP-000468,uin,2314272840,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000469,CP-000469,brn,BRN-2017-0101-00469,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100469,CP-000469,uin,2314281979,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000470,CP-000470,brn,BRN-2007-0102-00470,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100470,CP-000470,uin,2314291105,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000471,CP-000471,brn,BRN-2000-0103-00471,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100471,CP-000471,uin,2314300231,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000472,CP-000472,brn,BRN-2008-0201-00472,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100472,CP-000472,uin,2314309367,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000473,CP-000473,brn,BRN-2020-0202-00473,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100473,CP-000473,uin,2314318493,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000474,CP-000474,brn,BRN-1974-0203-00474,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100474,CP-000474,uin,2314327629,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000475,CP-000475,brn,BRN-1995-0301-00475,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100475,CP-000475,uin,2314336752,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000476,CP-000476,brn,BRN-1970-0302-00476,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100476,CP-000476,uin,2314345883,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000477,CP-000477,brn,BRN-1971-0303-00477,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100477,CP-000477,uin,2314355019,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000478,CP-000478,brn,BRN-1994-0401-00478,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100478,CP-000478,uin,2314364147,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000479,CP-000479,brn,BRN-1978-0402-00479,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100479,CP-000479,uin,2314373276,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000480,CP-000480,brn,BRN-1956-0403-00480,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100480,CP-000480,uin,2314382408,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000481,CP-000481,brn,BRN-1988-0101-00481,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100481,CP-000481,uin,2314391532,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000482,CP-000482,brn,BRN-1963-0102-00482,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100482,CP-000482,uin,2314400662,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000483,CP-000483,brn,BRN-1956-0103-00483,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100483,CP-000483,uin,2314409795,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000484,CP-000484,brn,BRN-2025-0201-00484,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100484,CP-000484,uin,2314418923,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000485,CP-000485,brn,BRN-1992-0202-00485,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100485,CP-000485,uin,2314428052,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000486,CP-000486,brn,BRN-1992-0203-00486,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100486,CP-000486,uin,2314437184,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000487,CP-000487,brn,BRN-1971-0301-00487,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100487,CP-000487,uin,2314446314,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000488,CP-000488,brn,BRN-1955-0302-00488,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100488,CP-000488,uin,2314455444,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000489,CP-000489,brn,BRN-1963-0303-00489,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100489,CP-000489,uin,2314464575,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000490,CP-000490,brn,BRN-2010-0401-00490,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
