person_id,uin,given_name,family_name,sex,birth_date,birth_place_district_code,life_status,death_date,observed_at,source_system
CP-000661,2316034936,Mika661,Okafor,female,2016-09-08,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000662,2316044067,Nela662,Dela Cruz,male,2024-10-20,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000663,2316053192,Tomas663,Aquino,female,1983-04-11,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000664,2316062323,Lina664,Kone,male,1990-02-12,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000665,2316071453,Zaid665,Mensah,female,2002-06-09,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000666,2316080584,Rina666,Raman,male,1974-12-07,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000667,2316089719,Kiran667,Almeida,female,2003-03-10,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000668,2316098842,Eli668,Mori,male,1967-01-14,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000669,2316107974,Mara669,Khan,female,2005-09-08,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000670,2316117104,Tala670,Santos,male,2019-04-01,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000671,2316126234,Rafi671,Okafor,female,1982-05-19,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000672,2316135364,Ari672,Dela Cruz,male,2011-06-08,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000673,2316144497,Mika673,Aquino,female,1974-03-08,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000674,2316153627,Nela674,Kone,male,1971-10-04,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000675,2316162752,Tomas675,Mensah,female,1957-09-02,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000676,2316171886,Lina676,Raman,male,2022-05-08,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000677,2316181010,Zaid677,Almeida,female,1962-08-23,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000678,2316190140,Rina678,Mori,male,1966-10-19,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000679,2316199279,Kiran679,Khan,female,2007-12-26,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000680,2316208409,Eli680,Santos,male,1941-09-10,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000681,2316217534,Mara681,Okafor,female,2003-08-20,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000682,2316227038,Tala682,Dela Cruz,male,1965-08-11,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000683,2316235799,Rafi683,Aquino,female,1996-11-22,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000684,2316244923,Ari684,Kone,male,2000-03-28,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000685,2316254057,Mika685,Mensah,female,2008-11-16,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000686,2316263188,Nela686,Raman,male,1973-07-03,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000687,2316272315,Tomas687,Almeida,female,1982-04-08,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000688,2316281440,Lina688,Mori,male,1990-12-14,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000689,2316290578,Zaid689,Khan,female,1965-12-01,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000690,2316299703,Rina690,Santos,male,1991-12-14,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000691,2316308836,Kiran691,Okafor,female,2000-03-10,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000692,2316317964,Eli692,Dela Cruz,male,1979-01-03,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000693,2316327091,Mara693,Aquino,female,1972-05-14,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000694,2316336224,Tala694,Kone,male,2009-05-19,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000695,2316345350,Rafi695,Mensah,female,2022-01-18,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000696,2316354489,Ari696,Raman,male,1996-11-26,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000697,2316363619,Mika697,Almeida,female,1981-12-01,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000698,2316372743,Nela698,Mori,male,2025-01-05,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000699,2316381876,Tomas699,Khan,female,2021-10-24,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000700,2316391007,Lina700,Santos,male,1968-05-28,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000701,2316400136,Zaid701,Okafor,female,1993-01-25,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000702,2316409265,Rina702,Dela Cruz,male,1945-05-05,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000703,2316418397,Kiran703,Aquino,female,2000-12-01,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000704,2316427527,Eli704,Kone,male,2005-07-23,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000705,2316436657,Mara705,Mensah,female,1956-05-16,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000706,2316445781,Tala706,Raman,male,1983-05-12,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000707,2316454913,Rafi707,Almeida,female,1966-03-20,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000708,2316464045,Ari708,Mori,male,1983-03-26,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000709,2316473174,Mika709,Khan,female,1997-11-19,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000710,2316482302,Nela710,Santos,male,1971-07-09,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000711,2316491431,Tomas711,Okafor,female,1974-06-26,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000712,2316500563,Lina712,Dela Cruz,male,1971-10-09,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000713,2316509694,Zaid713,Aquino,female,2006-03-22,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000714,2316518824,Rina714,Kone,male,1976-06-27,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000715,2316527950,Kiran715,Mensah,female,1967-12-10,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000716,2316537080,Eli716,Raman,male,1982-03-16,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000717,2316546210,Mara717,Almeida,female,2001-06-09,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000718,2316555347,Tala718,Mori,male,1968-05-07,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000719,2316564477,Rafi719,Khan,female,1990-08-17,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000720,2316573602,Ari720,Santos,male,1967-08-23,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000721,2316582738,Mika721,Okafor,female,2004-07-13,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000722,2316591860,Nela722,Dela Cruz,male,1986-11-09,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000723,2316600991,Tomas723,Aquino,female,1994-04-07,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000724,2316610129,Lina724,Kone,male,2001-12-16,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000725,2316619251,Zaid725,Mensah,female,2005-03-26,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000726,2316628382,Rina726,Raman,male,2014-09-16,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000727,2316637519,Kiran727,Almeida,female,2014-01-15,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000728,2316646645,Eli728,Mori,male,1940-03-28,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000729,2316655774,Mara729,Khan,female,2006-10-27,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000730,2316670082,Tala730,Santos,male,1948-11-19,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000731,2316674035,Rafi731,Okafor,female,1994-12-25,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000732,2316683168,Ari732,Dela Cruz,male,1951-03-26,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000733,2316692291,Mika733,Aquino,female,1984-06-19,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000734,2316701428,Nela734,Kone,male,1981-02-17,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000735,2316710550,Tomas735,Mensah,female,1997-11-22,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000736,2316719682,Lina736,Raman,male,1968-01-11,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000737,2316728817,Zaid737,Almeida,female,1992-11-13,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000738,2316737942,Rina738,Mori,male,1969-11-06,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000739,2316747079,Kiran739,Khan,female,1941-07-04,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000740,2316756209,Eli740,Santos,male,2022-11-24,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000741,2316765336,Mara741,Okafor,female,1954-04-17,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000742,2316774465,Tala742,Dela Cruz,male,2022-10-03,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000743,2316783594,Rafi743,Aquino,female,2017-08-26,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000744,2316792723,Ari744,Kone,male,1957-05-10,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000745,2316801858,Mika745,Mensah,female,1972-05-15,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000746,2316810981,Nela746,Raman,male,1992-03-28,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000747,2316820114,Tomas747,Almeida,female,1953-07-19,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000748,2316829240,Lina748,Mori,male,1979-09-04,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000749,2316838371,Zaid749,Khan,female,2012-12-10,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000750,2316847503,Rina750,Santos,male,1976-03-22,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000751,2316856634,Kiran751,Okafor,female,2004-09-08,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000752,2316865768,Eli752,Dela Cruz,male,1985-12-24,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000753,2316874895,Mara753,Aquino,female,2020-09-23,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000754,2316884028,Tala754,Kone,male,1999-11-14,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000755,2316893155,Rafi755,Mensah,female,2000-03-04,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000756,2316902284,Ari756,Raman,male,1978-05-01,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000757,2316911416,Mika757,Almeida,female,2013-10-16,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000758,2316920546,Nela758,Mori,male,1958-11-09,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000759,2316929677,Tomas759,Khan,female,2024-06-20,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000760,2316938803,Lina760,Santos,male,2008-03-11,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000761,2316947933,Zaid761,Okafor,female,2009-05-09,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000762,2316957063,Rina762,Dela Cruz,male,1972-03-28,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000763,2316966190,Kiran763,Aquino,female,1988-07-18,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000764,2316975321,Eli764,Kone,male,1974-06-22,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000765,2316984456,Mara765,Mensah,female,2016-02-17,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000766,2316993589,Tala766,Raman,male,1982-05-27,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000767,2317002717,Rafi767,Almeida,female,1956-06-04,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000768,2317011842,Ari768,Mori,male,1998-03-22,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000769,2317020978,Mika769,Khan,female,1968-02-10,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000770,2317030107,Nela770,Santos,male,1993-12-13,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000771,2317039235,Tomas771,Okafor,female,2003-10-08,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000772,2317048367,Lina772,Dela Cruz,male,1966-03-01,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000773,2317057496,Zaid773,Aquino,female,1999-12-10,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000774,2317066993,Rina774,Kone,male,1998-11-16,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000775,2317075758,Kiran775,Mensah,female,2001-02-09,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000776,2317084886,Eli776,Raman,male,2004-03-06,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000777,2317094018,Mara777,Almeida,female,2015-06-13,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000778,2317103143,Tala778,Mori,male,1966-09-21,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000779,2317112276,Rafi779,Khan,female,2002-10-13,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000780,2317121402,Ari780,Santos,male,1998-01-15,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000781,2317130534,Mika781,Okafor,female,2012-03-04,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000782,2317140033,Nela782,Dela Cruz,male,1974-12-27,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000783,2317148799,Tomas783,Aquino,female,1968-11-16,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000784,2317157928,Lina784,Kone,male,1970-02-05,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000785,2317167058,Zaid785,Mensah,female,1982-03-22,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000786,2317176184,Rina786,Raman,male,1958-04-05,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000787,2317185317,Kiran787,Almeida,female,1968-12-17,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000788,2317194442,Eli788,Mori,male,1992-08-15,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000789,2317203578,Mara789,Khan,female,2014-03-04,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000790,2317212704,Tala790,Santos,male,2009-05-28,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000791,2317221839,Rafi791,Okafor,female,2014-05-18,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000792,2317230966,Ari792,Dela Cruz,male,1975-10-03,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000793,2317240094,Mika793,Aquino,female,1956-08-06,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000794,2317249220,Nela794,Kone,male,1963-08-20,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000795,2317258357,Tomas795,Mensah,female,1997-06-13,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000796,2317267480,Lina796,Raman,male,2004-06-04,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000797,2317276616,Zaid797,Almeida,female,1954-10-13,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000798,2317285745,Rina798,Mori,male,1958-10-27,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000799,2317294872,Kiran799,Khan,female,1948-06-22,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000800,2317304001,Eli800,Santos,male,2002-07-28,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000801,2317313138,Mara801,Okafor,female,2000-11-08,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000802,2317322267,Tala802,Dela Cruz,male,2024-08-20,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000803,2317331396,Rafi803,Aquino,female,1964-09-17,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000804,2317340528,Ari804,Kone,male,2002-02-11,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000805,2317349656,Mika805,Mensah,female,2001-04-10,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000806,2317358787,Nela806,Raman,male,2003-02-19,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000807,2317367917,Tomas807,Almeida,female,1992-05-13,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000808,2317377048,Lina808,Mori,male,2000-01-16,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000809,2317386170,Zaid809,Khan,female,1990-07-03,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000810,2317395300,Rina810,Santos,male,2023-05-15,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000811,2317404437,Kiran811,Okafor,female,2014-12-05,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000812,2317413564,Eli812,Dela Cruz,male,1984-01-28,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000813,2317422690,Mara813,Aquino,female,2014-03-23,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000814,2317431822,Tala814,Kone,male,1950-01-13,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000815,2317440950,Rafi815,Mensah,female,1968-01-26,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000816,2317450089,Ari816,Raman,male,2025-03-17,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000817,2317459214,Mika817,Almeida,female,1948-04-02,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000818,2317468347,Nela818,Mori,male,1999-11-11,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000819,2317477479,Tomas819,Khan,female,1969-09-23,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000820,2317486602,Lina820,Santos,male,2017-05-07,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000821,2317495735,Zaid821,Okafor,female,2001-01-03,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000822,2317504868,Rina822,Dela Cruz,male,1973-11-25,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000823,2317513995,Kiran823,Aquino,female,2020-12-15,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000824,2317523122,Eli824,Kone,male,2017-04-05,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000825,2317532256,Mara825,Mensah,female,2024-07-24,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000826,2317541384,Tala826,Raman,male,1976-11-20,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000827,2317550519,Rafi827,Almeida,female,1994-06-27,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000828,2317559644,Ari828,Mori,male,1997-09-06,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000829,2317568776,Mika829,Khan,female,2013-07-17,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000830,2317577902,Nela830,Santos,male,1977-04-17,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000831,2317587033,Tomas831,Okafor,female,1976-11-23,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000832,2317596165,Lina832,Dela Cruz,male,2013-04-02,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000833,2317605290,Zaid833,Aquino,female,1981-07-02,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000834,2317614426,Rina834,Kone,male,2012-12-06,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000835,2317623557,Kiran835,Mensah,female,1955-03-02,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000836,2317632689,Eli836,Raman,male,1973-01-03,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000837,2317641815,Mara837,Almeida,female,2025-03-12,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000838,2317650942,Tala838,Mori,male,2006-09-01,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000839,2317660074,Rafi839,Khan,female,2004-07-11,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000840,2317669209,Ari840,Santos,male,1991-10-13,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000841,2317678335,Mika841,Okafor,female,2007-12-20,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000842,2317687460,Nela842,Dela Cruz,male,1990-07-22,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000843,2317696592,Tomas843,Aquino,female,1982-02-19,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000844,2317705722,Lina844,Kone,male,1988-01-08,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000845,2317714855,Zaid845,Mensah,female,1960-11-25,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000846,2317723986,Rina846,Raman,male,1967-04-06,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000847,2317733115,Kiran847,Almeida,female,1991-12-19,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000848,2317742241,Eli848,Mori,male,1976-02-21,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000849,2317751375,Mara849,Khan,female,1987-03-17,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000850,2317760508,Tala850,Santos,male,2014-05-19,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000851,2317769634,Rafi851,Okafor,female,2013-02-14,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000852,2317778769,Ari852,Dela Cruz,male,2009-04-18,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000853,2317787894,Mika853,Aquino,female,1960-10-05,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000854,2317797027,Nela854,Kone,male,1996-08-22,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000855,2317806152,Tomas855,Mensah,female,1957-12-01,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000856,2317815283,Lina856,Raman,male,1997-09-24,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000857,2317824411,Zaid857,Almeida,female,2018-06-18,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000858,2317833547,Rina858,Mori,male,2002-09-19,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000859,2317842670,Kiran859,Khan,female,1996-10-24,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000860,2317851802,Eli860,Santos,male,1988-01-17,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000861,2317870185,Mara861,Okafor,female,2007-12-01,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000862,2317870061,Tala862,Dela Cruz,male,1991-06-03,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000863,2317879191,Rafi863,Aquino,female,1972-02-18,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000864,2317888329,Ari864,Kone,male,1991-09-12,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000865,2317897453,Mika865,Mensah,female,1978-07-24,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000866,2317906583,Nela866,Raman,male,2017-07-07,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000867,2317915714,Tomas867,Almeida,female,2013-09-10,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000868,2317924844,Lina868,Mori,male,1996-07-02,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000869,2317933970,Zaid869,Khan,female,1959-11-17,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000870,2317943109,Rina870,Santos,male,2002-05-23,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000871,2317952232,Kiran871,Okafor,female,2002-04-14,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000872,2317961369,Eli872,Dela Cruz,male,2022-07-24,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000873,2317970494,Mara873,Aquino,female,2019-03-23,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000874,2317979625,Tala874,Kone,male,1976-09-06,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000875,2317988758,Rafi875,Mensah,female,1967-07-15,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000876,2317997885,Ari876,Raman,male,2022-05-18,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000877,2318007016,Mika877,Almeida,female,2017-03-27,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000878,2318016142,Nela878,Mori,male,2001-04-03,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000879,2318025271,Tomas879,Khan,female,1969-09-04,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000880,2318034400,Lina880,Santos,male,2015-02-15,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
