event_id,brn,child_person_id,mother_person_id,father_person_id,informant_person_id,informant_relationship,date_of_birth,place_type,facility_id,birth_attendant,sex_at_birth,observed_at,source_system
BE-00513,BRN-1998-0303-00513,CP-000513,,,CP-000513,parent,1998-09-01,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00514,BRN-1990-0401-00514,CP-000514,,,CP-000514,parent,1990-04-19,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00515,BRN-1953-0402-00515,CP-000515,,,CP-000515,parent,1953-03-04,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00516,BRN-1971-0403-00516,CP-000516,,,CP-000516,parent,1971-03-08,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00517,BRN-1998-0101-00517,CP-000517,,,CP-000517,parent,1998-09-15,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00518,BRN-1979-0102-00518,CP-000518,,,CP-000518,parent,1979-05-09,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00519,BRN-1969-0103-00519,CP-000519,,,CP-000519,parent,1969-02-17,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00520,BRN-2007-0201-00520,CP-000520,,,CP-000520,parent,2007-07-17,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00521,BRN-1990-0202-00521,CP-000521,,,CP-000521,parent,1990-10-27,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00522,BRN-2019-0203-00522,CP-000522,,,CP-000522,parent,2019-05-11,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00523,BRN-2007-0301-00523,CP-000523,,,CP-000523,parent,2007-11-18,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00524,BRN-2006-0302-00524,CP-000524,,,CP-000524,parent,2006-10-23,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00525,BRN-1957-0303-00525,CP-000525,,,CP-000525,parent,1957-08-08,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00526,BRN-2010-0401-00526,CP-000526,,,CP-000526,parent,2010-08-23,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00527,BRN-2000-0402-00527,CP-000527,,,CP-000527,parent,2000-05-06,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00528,BRN-1958-0403-00528,CP-000528,,,CP-000528,parent,1958-05-06,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00529,BRN-2007-0101-00529,CP-000529,,,CP-000529,parent,2007-01-01,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00530,BRN-2019-0102-00530,CP-000530,,,CP-000530,parent,2019-11-18,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00531,BRN-1991-0103-00531,CP-000531,,,CP-000531,parent,1991-02-18,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00532,BRN-1965-0201-00532,CP-000532,,,CP-000532,parent,1965-09-21,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00533,BRN-1971-0202-00533,CP-000533,,,CP-000533,parent,1971-05-03,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00534,BRN-1967-0203-00534,CP-000534,,,CP-000534,parent,1967-07-19,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00535,BRN-1945-0301-00535,CP-000535,,,CP-000535,parent,1945-11-02,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00536,BRN-1965-0302-00536,CP-000536,,,CP-000536,parent,1965-02-22,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00537,BRN-2010-0303-00537,CP-000537,,,CP-000537,parent,2010-04-10,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00538,BRN-1967-0401-00538,CP-000538,,,CP-000538,parent,1967-06-02,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00539,BRN-1999-0402-00539,CP-000539,,,CP-000539,parent,1999-06-12,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00540,BRN-1958-0403-00540,CP-000540,,,CP-000540,parent,1958-12-23,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00541,BRN-2009-0101-00541,CP-000541,,,CP-000541,parent,2009-10-19,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00542,BRN-2023-0102-00542,CP-000542,,,CP-000542,parent,2023-09-15,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00543,BRN-1966-0103-00543,CP-000543,,,CP-000543,parent,1966-05-25,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00544,BRN-2022-0201-00544,CP-000544,,,CP-000544,parent,2022-12-04,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00545,BRN-2017-0202-00545,CP-000545,,,CP-000545,parent,2017-10-09,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00546,BRN-1966-0203-00546,CP-000546,,,CP-000546,parent,1966-11-01,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00547,BRN-1960-0301-00547,CP-000547,,,CP-000547,parent,1960-06-23,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00548,BRN-1978-0302-00548,CP-000548,,,CP-000548,parent,1978-07-05,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00549,BRN-1942-0303-00549,CP-000549,,,CP-000549,parent,1942-08-04,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00550,BRN-2002-0401-00550,CP-000550,,,CP-000550,parent,2002-01-08,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00551,BRN-1996-0402-00551,CP-000551,,,CP-000551,parent,1996-02-28,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00552,BRN-1942-0403-00552,CP-000552,,,CP-000552,parent,1942-09-12,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00553,BRN-1993-0101-00553,CP-000553,,,CP-000553,parent,1993-08-25,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00554,BRN-1976-0102-00554,CP-000554,,,CP-000554,parent,1976-12-19,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00555,BRN-2004-0103-00555,CP-000555,,,CP-000555,parent,2004-09-08,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00556,BRN-1973-0201-00556,CP-000556,,,CP-000556,parent,1973-05-05,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00557,BRN-2005-0202-00557,CP-000557,,,CP-000557,parent,2005-06-18,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00558,BRN-2012-0203-00558,CP-000558,,,CP-000558,parent,2012-05-20,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00559,BRN-1968-0301-00559,CP-000559,,,CP-000559,parent,1968-05-15,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00560,BRN-1950-0302-00560,CP-000560,,,CP-000560,parent,1950-05-07,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00561,BRN-1999-0303-00561,CP-000561,,,CP-000561,parent,1999-06-09,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00562,BRN-1996-0401-00562,CP-000562,,,CP-000562,parent,1996-11-16,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00563,BRN-1961-0402-00563,CP-000563,,,CP-000563,parent,1961-07-19,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00564,BRN-2017-0403-00564,CP-000564,,,CP-000564,parent,2017-02-11,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00565,BRN-2001-0101-00565,CP-000565,,,CP-000565,parent,2001-03-24,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00566,BRN-2011-0102-00566,CP-000566,,,CP-000566,parent,2011-12-18,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00567,BRN-1958-0103-00567,CP-000567,,,CP-000567,parent,1958-07-22,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00568,BRN-2008-0201-00568,CP-000568,,,CP-000568,parent,2008-10-10,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00569,BRN-2007-0202-00569,CP-000569,,,CP-000569,parent,2007-12-10,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00570,BRN-2018-0203-00570,CP-000570,,,CP-000570,parent,2018-07-28,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00571,BRN-2023-0301-00571,CP-000571,,,CP-000571,parent,2023-04-24,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00572,BRN-1969-0302-00572,CP-000572,,,CP-000572,parent,1969-02-13,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00573,BRN-1996-0303-00573,CP-000573,,,CP-000573,parent,1996-11-18,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00574,BRN-1959-0401-00574,CP-000574,,,CP-000574,parent,1959-03-09,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00575,BRN-2014-0402-00575,CP-000575,,,CP-000575,parent,2014-03-15,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00576,BRN-2011-0403-00576,CP-000576,,,CP-000576,parent,2011-02-22,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00577,BRN-2015-0101-00577,CP-000577,,,CP-000577,parent,2015-11-21,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00578,BRN-1983-0102-00578,CP-000578,,,CP-000578,parent,1983-12-08,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00579,BRN-2012-0103-00579,CP-000579,,,CP-000579,parent,2012-05-28,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00580,BRN-1962-0201-00580,CP-000580,,,CP-000580,parent,1962-09-18,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00581,BRN-1984-0202-00581,CP-000581,,,CP-000581,parent,1984-03-22,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00582,BRN-1968-0203-00582,CP-000582,,,CP-000582,parent,1968-12-12,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00583,BRN-1995-0301-00583,CP-000583,,,CP-000583,parent,1995-03-17,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00584,BRN-1972-0302-00584,CP-000584,,,CP-000584,parent,1972-11-20,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00585,BRN-1958-0303-00585,CP-000585,,,CP-000585,parent,1958-07-08,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00586,BRN-1972-0401-00586,CP-000586,,,CP-000586,parent,1972-03-08,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00587,BRN-2003-0402-00587,CP-000587,,,CP-000587,parent,2003-05-09,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00588,BRN-1992-0403-00588,CP-000588,,,CP-000588,parent,1992-07-16,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00589,BRN-2017-0101-00589,CP-000589,,,CP-000589,parent,2017-08-17,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00590,BRN-1958-0102-00590,CP-000590,,,CP-000590,parent,1958-05-02,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00591,BRN-2015-0103-00591,CP-000591,,,CP-000591,parent,2015-02-08,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00592,BRN-1967-0201-00592,CP-000592,,,CP-000592,parent,1967-08-08,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00593,BRN-1996-0202-00593,CP-000593,,,CP-000593,parent,1996-01-20,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00594,BRN-1958-0203-00594,CP-000594,,,CP-000594,parent,1958-11-23,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00595,BRN-1967-0301-00595,CP-000595,,,CP-000595,parent,1967-07-09,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00596,BRN-1979-0302-00596,CP-000596,,,CP-000596,parent,1979-04-28,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00597,BRN-2014-0303-00597,CP-000597,,,CP-000597,parent,2014-04-20,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00598,BRN-1960-0401-00598,CP-000598,,,CP-000598,parent,1960-09-15,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00599,BRN-1992-0402-00599,CP-000599,,,CP-000599,parent,1992-10-20,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00600,BRN-2007-0403-00600,CP-000600,,,CP-000600,parent,2007-03-14,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00601,BRN-1968-0101-00601,CP-000601,,,CP-000601,parent,1968-02-20,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00602,BRN-2020-0102-00602,CP-000602,,,CP-000602,parent,2020-12-20,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00603,BRN-2007-0103-00603,CP-000603,,,CP-000603,parent,2007-05-11,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00604,BRN-1948-0201-00604,CP-000604,,,CP-000604,parent,1948-02-22,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00605,BRN-1946-0202-00605,CP-000605,,,CP-000605,parent,1946-10-07,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00606,BRN-1998-0203-00606,CP-000606,,,CP-000606,parent,1998-07-18,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00607,BRN-2014-0301-00607,CP-000607,,,CP-000607,parent,2014-01-10,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00608,BRN-2010-0302-00608,CP-000608,,,CP-000608,parent,2010-11-21,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00609,BRN-2004-0303-00609,CP-000609,,,CP-000609,parent,2004-02-27,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00610,BRN-2010-0401-00610,CP-000610,,,CP-000610,parent,2010-03-12,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00611,BRN-1986-0402-00611,CP-000611,,,CP-000611,parent,1986-05-16,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00612,BRN-1953-0403-00612,CP-000612,,,CP-000612,parent,1953-09-15,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00613,BRN-1961-0101-00613,CP-000613,,,CP-000613,parent,1961-06-26,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00614,BRN-1966-0102-00614,CP-000614,,,CP-000614,parent,1966-09-12,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00615,BRN-1987-0103-00615,CP-000615,,,CP-000615,parent,1987-09-10,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00616,BRN-2004-0201-00616,CP-000616,,,CP-000616,parent,2004-06-19,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00617,BRN-2007-0202-00617,CP-000617,,,CP-000617,parent,2007-01-18,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00618,BRN-1973-0203-00618,CP-000618,,,CP-000618,parent,1973-10-17,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00619,BRN-1950-0301-00619,CP-000619,,,CP-000619,parent,1950-09-05,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00620,BRN-1969-0302-00620,CP-000620,,,CP-000620,parent,1969-09-06,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00621,BRN-1975-0303-00621,CP-000621,,,CP-000621,parent,1975-12-13,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00622,BRN-2025-0401-00622,CP-000622,,,CP-000622,parent,2025-11-06,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00623,BRN-1970-0402-00623,CP-000623,,,CP-000623,parent,1970-10-01,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00624,BRN-1967-0403-00624,CP-000624,,,CP-000624,parent,1967-12-17,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00625,BRN-1998-0101-00625,CP-000625,,,CP-000625,parent,1998-07-10,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00626,BRN-1967-0102-00626,CP-000626,,,CP-000626,parent,1967-02-24,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00627,BRN-1963-0103-00627,CP-000627,,,CP-000627,parent,1963-05-07,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00628,BRN-2018-0201-00628,CP-000628,,,CP-000628,parent,2018-12-12,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00629,BRN-2007-0202-00629,CP-000629,,,CP-000629,parent,2007-10-06,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00630,BRN-2008-0203-00630,CP-000630,,,CP-000630,parent,2008-06-28,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00631,BRN-1962-0301-00631,CP-000631,,,CP-000631,parent,1962-09-27,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00632,BRN-1994-0302-00632,CP-000632,,,CP-000632,parent,1994-06-09,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00633,BRN-2024-0303-00633,CP-000633,,,CP-000633,parent,2024-03-11,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00634,BRN-1990-0401-00634,CP-000634,,,CP-000634,parent,1990-01-07,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00635,BRN-1985-0402-00635,CP-000635,,,CP-000635,parent,1985-06-18,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00636,BRN-1957-0403-00636,CP-000636,,,CP-000636,parent,1957-04-08,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00637,BRN-2024-0101-00637,CP-000637,,,CP-000637,parent,2024-06-07,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00638,BRN-1991-0102-00638,CP-000638,,,CP-000638,parent,1991-09-07,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00639,BRN-2009-0103-00639,CP-000639,,,CP-000639,parent,2009-05-12,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00640,BRN-1955-0201-00640,CP-000640,,,CP-000640,parent,1955-08-22,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00641,BRN-2006-0202-00641,CP-000641,,,CP-000641,parent,2006-04-26,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00642,BRN-2007-0203-00642,CP-000642,,,CP-000642,parent,2007-02-16,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00643,BRN-2001-0301-00643,CP-000643,,,CP-000643,parent,2001-11-01,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00644,BRN-1986-0302-00644,CP-000644,,,CP-000644,parent,1986-07-03,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00645,BRN-2019-0303-00645,CP-000645,,,CP-000645,parent,2019-02-25,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00646,BRN-2021-0401-00646,CP-000646,,,CP-000646,parent,2021-10-18,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00647,BRN-1994-0402-00647,CP-000647,,,CP-000647,parent,1994-06-04,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00648,BRN-2009-0403-00648,CP-000648,,,CP-000648,parent,2009-02-05,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00649,BRN-2011-0101-00649,CP-000649,,,CP-000649,parent,2011-08-21,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00650,BRN-1994-0102-00650,CP-000650,,,CP-000650,parent,1994-05-05,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00651,BRN-1956-0103-00651,CP-000651,,,CP-000651,parent,1956-05-03,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00652,BRN-2025-0201-00652,CP-000652,,,CP-000652,parent,2025-08-23,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00653,BRN-1971-0202-00653,CP-000653,,,CP-000653,parent,1971-04-26,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00654,BRN-1990-0203-00654,CP-000654,,,CP-000654,parent,1990-07-13,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00655,BRN-2014-0301-00655,CP-000655,,,CP-000655,parent,2014-03-21,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00656,BRN-2000-0302-00656,CP-000656,,,CP-000656,parent,2000-05-02,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00657,BRN-2015-0303-00657,CP-000657,,,CP-000657,parent,2015-08-14,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00658,BRN-1987-0401-00658,CP-000658,,,CP-000658,parent,1987-10-24,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00659,BRN-2001-0402-00659,CP-000659,,,CP-000659,parent,2001-06-27,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00660,BRN-2014-0403-00660,CP-000660,,,CP-000660,parent,2014-01-03,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00661,BRN-2016-0101-00661,CP-000661,,,CP-000661,parent,2016-09-08,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00662,BRN-2024-0102-00662,CP-000662,,,CP-000662,parent,2024-10-20,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00663,BRN-1983-0103-00663,CP-000663,,,CP-000663,parent,1983-04-11,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00664,BRN-1990-0201-00664,CP-000664,,,CP-000664,parent,1990-02-12,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00665,BRN-2002-0202-00665,CP-000665,,,CP-000665,parent,2002-06-09,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00666,BRN-1974-0203-00666,CP-000666,,,CP-000666,parent,1974-12-07,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00667,BRN-2003-0301-00667,CP-000667,,,CP-000667,parent,2003-03-10,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00668,BRN-1967-0302-00668,CP-000668,,,CP-000668,parent,1967-01-14,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00669,BRN-2005-0303-00669,CP-000669,,,CP-000669,parent,2005-09-08,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00670,BRN-2019-0401-00670,CP-000670,,,CP-000670,parent,2019-04-01,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00671,BRN-1982-0402-00671,CP-000671,,,CP-000671,parent,1982-05-19,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00672,BRN-2011-0403-00672,CP-000672,,,CP-000672,parent,2011-06-08,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00673,BRN-1974-0101-00673,CP-000673,,,CP-000673,parent,1974-03-08,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00674,BRN-1971-0102-00674,CP-000674,,,CP-000674,parent,1971-10-04,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00675,BRN-1957-0103-00675,CP-000675,,,CP-000675,parent,1957-09-02,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00676,BRN-2022-0201-00676,CP-000676,,,CP-000676,parent,2022-05-08,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00677,BRN-1962-0202-00677,CP-000677,,,CP-000677,parent,1962-08-23,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00678,BRN-1966-0203-00678,CP-000678,,,CP-000678,parent,1966-10-19,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00679,BRN-2007-0301-00679,CP-000679,,,CP-000679,parent,2007-12-26,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00680,BRN-1941-0302-00680,CP-000680,,,CP-000680,parent,1941-09-10,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00681,BRN-2003-0303-00681,CP-000681,,,CP-000681,parent,2003-08-20,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
