uin,person_id,legacy_nid,given_name,family_name,birth_date,sex,district_code,address_area,settlement_type,identity_status,pending_merge_with_uin,match_basis,alive,birth_brn,updated_at,observed_at,source_system
2313387235,CP-000371,,Rafi371,Okafor,2000-10-26,female,XS-0402,XS-0402 sector 3,rural,active,,,true,BRN-2000-0402-00371,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313396363,CP-000372,,Ari372,Dela Cruz,2004-09-08,male,XS-0403,XS-0403 sector 4,rural,active,,,true,BRN-2004-0403-00372,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313405490,CP-000373,,Mika373,Aquino,1992-04-05,female,XS-0101,XS-0101 sector 5,rural,active,,,true,BRN-1992-0101-00373,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313414623,CP-000374,,Nela374,Kone,2007-05-06,male,XS-0102,XS-0102 sector 6,rural,active,,,true,BRN-2007-0102-00374,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313423759,CP-000375,,Tomas375,Mensah,2010-04-16,female,XS-0103,XS-0103 sector 7,urban,active,,,true,BRN-2010-0103-00375,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313432889,CP-000376,,Lina376,Raman,2013-01-16,male,XS-0201,XS-0201 sector 8,rural,active,,,true,BRN-2013-0201-00376,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313442011,CP-000377,,Zaid377,Almeida,2003-01-02,female,XS-0202,XS-0202 sector 9,rural,active,,,true,BRN-2003-0202-00377,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313451140,CP-000378,,Rina378,Mori,1955-02-08,male,XS-0203,XS-0203 sector 1,rural,active,,,true,BRN-1955-0203-00378,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313460271,CP-000379,,Kiran379,Khan,1973-07-03,female,XS-0301,XS-0301 sector 2,urban,active,,,true,BRN-1973-0301-00379,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313469405,CP-000380,,Eli380,Santos,1978-02-05,male,XS-0302,XS-0302 sector 3,urban,active,,,true,BRN-1978-0302-00380,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313478535,CP-000381,,Mara381,Okafor,1993-02-21,female,XS-0303,XS-0303 sector 4,urban,active,,,true,BRN-1993-0303-00381,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313487669,CP-000382,,Tala382,Dela Cruz,1994-04-07,male,XS-0401,XS-0401 sector 5,rural,active,,,true,BRN-1994-0401-00382,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313496790,CP-000383,,Rafi383,Aquino,1981-09-11,female,XS-0402,XS-0402 sector 6,rural,active,,,true,BRN-1981-0402-00383,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313505924,CP-000384,,Ari384,Kone,2017-05-03,male,XS-0403,XS-0403 sector 7,rural,active,,,true,BRN-2017-0403-00384,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313515050,CP-000385,,Mika385,Mensah,1972-05-26,female,XS-0101,XS-0101 sector 8,urban,active,,,true,BRN-1972-0101-00385,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313524187,CP-000386,,Nela386,Raman,1957-10-07,male,XS-0102,XS-0102 sector 9,rural,active,,,true,BRN-1957-0102-00386,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313533312,CP-000387,,Tomas387,Almeida,1957-05-23,female,XS-0103,XS-0103 sector 1,rural,active,,,true,BRN-1957-0103-00387,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313542448,CP-000388,,Lina388,Mori,1957-03-23,male,XS-0201,XS-0201 sector 2,rural,active,,,true,BRN-1957-0201-00388,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313551574,CP-000389,,Zaid389,Khan,2009-11-06,female,XS-0202,XS-0202 sector 3,rural,active,,,true,BRN-2009-0202-00389,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313560702,CP-000390,,Rina390,Santos,1990-01-01,male,XS-0203,XS-0203 sector 4,urban,active,,,true,BRN-1990-0203-00390,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313569837,CP-000391,,Kiran391,Okafor,2025-06-26,female,XS-0301,XS-0301 sector 5,urban,active,,,true,BRN-2025-0301-00391,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313578966,CP-000392,,Eli392,Dela Cruz,1967-11-13,male,XS-0302,XS-0302 sector 6,urban,active,,,true,BRN-1967-0302-00392,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313588091,CP-000393,,Mara393,Aquino,1955-05-13,female,XS-0303,XS-0303 sector 7,urban,active,,,true,BRN-1955-0303-00393,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313597224,CP-000394,,Tala394,Kone,2015-11-15,male,XS-0401,XS-0401 sector 8,rural,active,,,true,BRN-2015-0401-00394,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313606359,CP-000395,,Rafi395,Mensah,2019-06-18,female,XS-0402,XS-0402 sector 9,urban,active,,,true,BRN-2019-0402-00395,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313615486,CP-000396,,Ari396,Raman,1974-11-19,male,XS-0403,XS-0403 sector 1,rural,active,,,true,BRN-1974-0403-00396,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313624612,CP-000397,,Mika397,Almeida,1970-03-14,female,XS-0101,XS-0101 sector 2,rural,active,,,true,BRN-1970-0101-00397,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313633740,CP-000398,,Nela398,Mori,1978-05-05,male,XS-0102,XS-0102 sector 3,rural,active,,,true,BRN-1978-0102-00398,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313642877,CP-000399,,Tomas399,Khan,1982-04-14,female,XS-0103,XS-0103 sector 4,rural,active,,,true,BRN-1982-0103-00399,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313652003,CP-000400,,Lina400,Santos,1962-04-04,male,XS-0201,XS-0201 sector 5,urban,active,,,true,BRN-1962-0201-00400,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313661137,CP-000401,,Zaid401,Okafor,1993-09-19,female,XS-0202,XS-0202 sector 6,rural,active,,,true,BRN-1993-0202-00401,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313670269,CP-000402,,Rina402,Dela Cruz,1999-03-08,male,XS-0203,XS-0203 sector 7,rural,active,,,true,BRN-1999-0203-00402,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313679397,CP-000403,,Kiran403,Aquino,2010-03-09,female,XS-0301,XS-0301 sector 8,urban,active,,,true,BRN-2010-0301-00403,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313688524,CP-000404,,Eli404,Kone,2023-02-23,male,XS-0302,XS-0302 sector 9,urban,active,,,true,BRN-2023-0302-00404,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313697654,CP-000405,,Mara405,Mensah,1997-06-10,female,XS-0303,XS-0303 sector 1,urban,active,,,true,BRN-1997-0303-00405,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313706783,CP-000406,,Tala406,Raman,2019-08-08,male,XS-0401,XS-0401 sector 2,rural,active,,,true,BRN-2019-0401-00406,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313715919,CP-000407,,Rafi407,Almeida,2009-02-20,female,XS-0402,XS-0402 sector 3,rural,active,,,true,BRN-2009-0402-00407,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313725041,CP-000408,,Ari408,Mori,1980-11-09,male,XS-0403,XS-0403 sector 4,rural,active,,,true,BRN-1980-0403-00408,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313734179,CP-000409,,Mika409,Khan,2023-04-04,female,XS-0101,XS-0101 sector 5,rural,active,,,true,BRN-2023-0101-00409,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313743308,CP-000410,,Nela410,Santos,1985-11-08,male,XS-0102,XS-0102 sector 6,urban,active,,,true,BRN-1985-0102-00410,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313752432,CP-000411,,Tomas411,Okafor,2006-04-23,female,XS-0103,XS-0103 sector 7,rural,active,,,true,BRN-2006-0103-00411,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313761568,CP-000412,,Lina412,Dela Cruz,2010-08-06,male,XS-0201,XS-0201 sector 8,rural,active,,,true,BRN-2010-0201-00412,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313770699,CP-000413,,Zaid413,Aquino,2013-06-27,female,XS-0202,XS-0202 sector 9,rural,active,,,true,BRN-2013-0202-00413,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313779828,CP-000414,,Rina414,Kone,1992-09-04,male,XS-0203,XS-0203 sector 1,rural,active,,,true,BRN-1992-0203-00414,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313788952,CP-000415,,Kiran415,Mensah,1989-05-05,female,XS-0301,XS-0301 sector 2,urban,active,,,true,BRN-1989-0301-00415,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313798083,CP-000416,,Eli416,Raman,1981-10-04,male,XS-0302,XS-0302 sector 3,urban,active,,,true,BRN-1981-0302-00416,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313807214,CP-000417,,Mara417,Almeida,1996-04-18,female,XS-0303,XS-0303 sector 4,urban,active,,,true,BRN-1996-0303-00417,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313816345,CP-000418,,Tala418,Mori,2013-10-23,male,XS-0401,XS-0401 sector 5,rural,active,,,true,BRN-2013-0401-00418,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313825476,CP-000419,,Rafi419,Khan,1990-11-02,female,XS-0402,XS-0402 sector 6,rural,active,,,true,BRN-1990-0402-00419,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313834604,CP-000420,,Ari420,Santos,1970-03-15,male,XS-0403,XS-0403 sector 7,urban,active,,,true,BRN-1970-0403-00420,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313843738,CP-000421,,Mika421,Okafor,2024-05-19,female,XS-0101,XS-0101 sector 8,rural,active,,,true,BRN-2024-0101-00421,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313852868,CP-000422,,Nela422,Dela Cruz,1995-09-14,male,XS-0102,XS-0102 sector 9,rural,active,,,true,BRN-1995-0102-00422,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313861997,CP-000423,,Tomas423,Aquino,2005-10-10,female,XS-0103,XS-0103 sector 1,rural,active,,,true,BRN-2005-0103-00423,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313871128,CP-000424,,Lina424,Kone,2008-08-07,male,XS-0201,XS-0201 sector 2,rural,active,,,true,BRN-2008-0201-00424,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313880251,CP-000425,,Zaid425,Mensah,1955-06-11,female,XS-0202,XS-0202 sector 3,urban,active,,,true,BRN-1955-0202-00425,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313889382,CP-000426,,Rina426,Raman,2013-03-01,male,XS-0203,XS-0203 sector 4,rural,active,,,true,BRN-2013-0203-00426,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313898516,CP-000427,,Kiran427,Almeida,1975-10-04,female,XS-0301,XS-0301 sector 5,urban,active,,,true,BRN-1975-0301-00427,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313907642,CP-000428,,Eli428,Mori,1992-01-27,male,XS-0302,XS-0302 sector 6,urban,active,,,true,BRN-1992-0302-00428,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313916777,CP-000429,,Mara429,Khan,1963-06-08,female,XS-0303,XS-0303 sector 7,urban,active,,,true,BRN-1963-0303-00429,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313925902,CP-000430,,Tala430,Santos,1991-02-13,male,XS-0401,XS-0401 sector 8,urban,active,,,true,BRN-1991-0401-00430,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313935037,CP-000431,,Rafi431,Okafor,1960-10-22,female,XS-0402,XS-0402 sector 9,rural,active,,,true,BRN-1960-0402-00431,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313944164,CP-000432,,Ari432,Dela Cruz,1958-02-25,male,XS-0403,XS-0403 sector 1,rural,active,,,true,BRN-1958-0403-00432,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313953291,CP-000433,,Mika433,Aquino,1990-04-02,female,XS-0101,XS-0101 sector 2,rural,active,,,true,BRN-1990-0101-00433,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313962422,CP-000434,,Nela434,Kone,1999-02-14,male,XS-0102,XS-0102 sector 3,rural,active,,,true,BRN-1999-0102-00434,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313971559,CP-000435,,Tomas435,Mensah,2020-05-01,female,XS-0103,XS-0103 sector 4,urban,active,,,true,BRN-2020-0103-00435,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313980688,CP-000436,,Lina436,Raman,1957-05-05,male,XS-0201,XS-0201 sector 5,rural,active,,,true,BRN-1957-0201-00436,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313989813,CP-000437,,Zaid437,Almeida,1963-06-07,female,XS-0202,XS-0202 sector 6,rural,active,,,true,BRN-1963-0202-00437,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313998945,CP-000438,,Rina438,Mori,1992-11-22,male,XS-0203,XS-0203 sector 7,rural,active,,,true,BRN-1992-0203-00438,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314008074,CP-000439,,Kiran439,Khan,1996-07-17,female,XS-0301,XS-0301 sector 8,urban,active,,,true,BRN-1996-0301-00439,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314017205,CP-000440,,Eli440,Santos,1968-07-08,male,XS-0302,XS-0302 sector 9,urban,active,,,true,BRN-1968-0302-00440,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314026333,CP-000441,,Mara441,Okafor,2016-12-17,female,XS-0303,XS-0303 sector 1,urban,active,,,true,BRN-2016-0303-00441,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314035466,CP-000442,,Tala442,Dela Cruz,2018-12-13,male,XS-0401,XS-0401 sector 2,rural,active,,,true,BRN-2018-0401-00442,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314044595,CP-000443,,Rafi443,Aquino,2017-10-11,female,XS-0402,XS-0402 sector 3,rural,active,,,true,BRN-2017-0402-00443,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314053721,CP-000444,,Ari444,Kone,2024-04-04,male,XS-0403,XS-0403 sector 4,rural,active,,,true,BRN-2024-0403-00444,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314062851,CP-000445,,Mika445,Mensah,1948-09-16,female,XS-0101,XS-0101 sector 5,urban,active,,,true,BRN-1948-0101-00445,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314071989,CP-000446,,Nela446,Raman,1961-04-27,male,XS-0102,XS-0102 sector 6,rural,active,,,true,BRN-1961-0102-00446,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314081114,CP-000447,,Tomas447,Almeida,2001-12-21,female,XS-0103,XS-0103 sector 7,rural,active,,,true,BRN-2001-0103-00447,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314090248,CP-000448,,Lina448,Mori,1999-04-26,male,XS-0201,XS-0201 sector 8,rural,active,,,true,BRN-1999-0201-00448,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314099378,CP-000449,,Zaid449,Khan,2000-08-12,female,XS-0202,XS-0202 sector 9,rural,active,,,true,BRN-2000-0202-00449,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314108501,CP-000450,,Rina450,Santos,1947-07-19,male,XS-0203,XS-0203 sector 1,urban,active,,,true,BRN-1947-0203-00450,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314117636,CP-000451,,Kiran451,Okafor,1985-10-24,female,XS-0301,XS-0301 sector 2,urban,active,,,true,BRN-1985-0301-00451,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314126767,CP-000452,,Eli452,Dela Cruz,2017-03-12,male,XS-0302,XS-0302 sector 3,urban,active,,,true,BRN-2017-0302-00452,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314135890,CP-000453,,Mara453,Aquino,1967-10-14,female,XS-0303,XS-0303 sector 4,urban,active,,,true,BRN-1967-0303-00453,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314145023,CP-000454,,Tala454,Kone,1990-10-12,male,XS-0401,XS-0401 sector 5,rural,active,,,true,BRN-1990-0401-00454,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314154153,CP-000455,,Rafi455,Mensah,2005-12-18,female,XS-0402,XS-0402 sector 6,urban,active,,,true,BRN-2005-0402-00455,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314163289,CP-000456,,Ari456,Raman,2019-05-16,male,XS-0403,XS-0403 sector 7,rural,active,,,true,BRN-2019-0403-00456,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314172417,CP-000457,,Mika457,Almeida,1991-01-02,female,XS-0101,XS-0101 sector 8,rural,active,,,true,BRN-1991-0101-00457,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314181549,CP-000458,,Nela458,Mori,1960-08-28,male,XS-0102,XS-0102 sector 9,rural,active,,,true,BRN-1960-0102-00458,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314190672,CP-000459,,Tomas459,Khan,1955-05-18,female,XS-0103,XS-0103 sector 1,rural,active,,,true,BRN-1955-0103-00459,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314199807,CP-000460,,Lina460,Santos,2000-01-07,male,XS-0201,XS-0201 sector 2,urban,active,,,true,BRN-2000-0201-00460,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314208938,CP-000461,,Zaid461,Okafor,1989-05-12,female,XS-0202,XS-0202 sector 3,rural,active,,,true,BRN-1989-0202-00461,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314218063,CP-000462,,Rina462,Dela Cruz,1992-09-13,male,XS-0203,XS-0203 sector 4,rural,active,,,true,BRN-1992-0203-00462,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314227193,CP-000463,,Kiran463,Aquino,1976-05-02,female,XS-0301,XS-0301 sector 5,urban,active,,,true,BRN-1976-0301-00463,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314236322,CP-000464,,Eli464,Kone,2019-07-21,male,XS-0302,XS-0302 sector 6,urban,active,,,true,BRN-2019-0302-00464,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314245456,CP-000465,,Mara465,Mensah,2014-04-19,female,XS-0303,XS-0303 sector 7,urban,active,,,true,BRN-2014-0303-00465,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314254587,CP-000466,,Tala466,Raman,1958-07-15,male,XS-0401,XS-0401 sector 8,rural,active,,,true,BRN-1958-0401-00466,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314263711,CP-000467,,Rafi467,Almeida,1983-06-07,female,XS-0402,XS-0402 sector 9,rural,active,,,true,BRN-1983-0402-00467,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314272840,CP-000468,,Ari468,Mori,1958-03-27,male,XS-0403,XS-0403 sector 1,rural,active,,,true,BRN-1958-0403-00468,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314281979,CP-000469,,Mika469,Khan,2017-10-05,female,XS-0101,XS-0101 sector 2,rural,active,,,true,BRN-2017-0101-00469,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314291105,CP-000470,,Nela470,Santos,2007-11-19,male,XS-0102,XS-0102 sector 3,urban,active,,,true,BRN-2007-0102-00470,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314300231,CP-000471,,Tomas471,Okafor,2000-02-20,female,XS-0103,XS-0103 sector 4,rural,active,,,true,BRN-2000-0103-00471,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314309367,CP-000472,,Lina472,Dela Cruz,2008-04-21,male,XS-0201,XS-0201 sector 5,rural,active,,,true,BRN-2008-0201-00472,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314318493,CP-000473,,Zaid473,Aquino,2020-03-14,female,XS-0202,XS-0202 sector 6,rural,active,,,true,BRN-2020-0202-00473,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314327629,CP-000474,,Rina474,Kone,1974-09-24,male,XS-0203,XS-0203 sector 7,rural,active,,,true,BRN-1974-0203-00474,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314336752,CP-000475,,Kiran475,Mensah,1995-12-20,female,XS-0301,XS-0301 sector 8,urban,active,,,true,BRN-1995-0301-00475,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314345883,CP-000476,,Eli476,Raman,1970-06-03,male,XS-0302,XS-0302 sector 9,urban,active,,,true,BRN-1970-0302-00476,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314355019,CP-000477,,Mara477,Almeida,1971-03-24,female,XS-0303,XS-0303 sector 1,urban,active,,,true,BRN-1971-0303-00477,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314364147,CP-000478,,Tala478,Mori,1994-05-19,male,XS-0401,XS-0401 sector 2,rural,active,,,true,BRN-1994-0401-00478,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314373276,CP-000479,,Rafi479,Khan,1978-01-26,female,XS-0402,XS-0402 sector 3,rural,active,,,true,BRN-1978-0402-00479,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314382408,CP-000480,,Ari480,Santos,1956-10-23,male,XS-0403,XS-0403 sector 4,urban,active,,,true,BRN-1956-0403-00480,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314391532,CP-000481,,Mika481,Okafor,1988-08-15,female,XS-0101,XS-0101 sector 5,rural,active,,,true,BRN-1988-0101-00481,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314400662,CP-000482,,Nela482,Dela Cruz,1963-02-07,male,XS-0102,XS-0102 sector 6,rural,active,,,true,BRN-1963-0102-00482,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314409795,CP-000483,,Tomas483,Aquino,1956-07-21,female,XS-0103,XS-0103 sector 7,rural,active,,,true,BRN-1956-0103-00483,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314418923,CP-000484,,Lina484,Kone,2025-10-18,male,XS-0201,XS-0201 sector 8,rural,active,,,true,BRN-2025-0201-00484,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314428052,CP-000485,,Zaid485,Mensah,1992-08-27,female,XS-0202,XS-0202 sector 9,urban,active,,,true,BRN-1992-0202-00485,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314437184,CP-000486,,Rina486,Raman,1992-02-15,male,XS-0203,XS-0203 sector 1,rural,active,,,true,BRN-1992-0203-00486,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314446314,CP-000487,,Kiran487,Almeida,1971-03-01,female,XS-0301,XS-0301 sector 2,urban,active,,,true,BRN-1971-0301-00487,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314455444,CP-000488,,Eli488,Mori,1955-06-25,male,XS-0302,XS-0302 sector 3,urban,active,,,true,BRN-1955-0302-00488,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314464575,CP-000489,,Mara489,Khan,1963-09-14,female,XS-0303,XS-0303 sector 4,urban,active,,,true,BRN-1963-0303-00489,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314473707,CP-000490,,Tala490,Santos,2010-10-07,male,XS-0401,XS-0401 sector 5,urban,active,,,true,BRN-2010-0401-00490,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314482836,CP-000491,,Rafi491,Okafor,1999-08-13,female,XS-0402,XS-0402 sector 6,rural,active,,,true,BRN-1999-0402-00491,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314491963,CP-000492,,Ari492,Dela Cruz,1965-04-02,male,XS-0403,XS-0403 sector 7,rural,active,,,true,BRN-1965-0403-00492,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314501090,CP-000493,,Mika493,Aquino,2009-02-23,female,XS-0101,XS-0101 sector 8,rural,active,,,true,BRN-2009-0101-00493,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314510227,CP-000494,,Nela494,Kone,1995-02-17,male,XS-0102,XS-0102 sector 9,rural,active,,,true,BRN-1995-0102-00494,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
